ts,action,scenario,url,method,status_code,latency_ms,category,error_type,note
2026-01-26 20:45:08,register,normal,http://127.0.0.1:5000/register,POST,200,17,expected_pass,,
2026-01-26 20:45:08,query,normal,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-26 20:45:08,register,normal,http://127.0.0.1:5000/register,POST,200,2,expected_pass,,
2026-01-26 20:45:08,query,normal,http://127.0.0.1:5000/query,GET,200,13,expected_pass,,
2026-01-26 20:45:08,register,normal,http://127.0.0.1:5000/register,POST,200,1,expected_pass,,
2026-01-26 20:45:08,query,normal,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-26 20:45:08,register,late,http://127.0.0.1:5000/register,POST,200,1,expected_pass,,
2026-01-26 20:45:08,query,late,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-26 20:45:08,register,late,http://127.0.0.1:5000/register,POST,200,1,expected_pass,,
2026-01-26 20:45:08,query,late,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-26 20:45:08,register,late,http://127.0.0.1:5000/register,POST,200,2,expected_pass,,
2026-01-26 20:45:08,query,late,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-26 20:45:08,register,invalid_id,http://127.0.0.1:5000/register,POST,400,1,expected_fail,,身分證格式錯誤
2026-01-26 20:45:08,query,invalid_id,http://127.0.0.1:5000/query,GET,404,1,expected_fail,,查無資料
2026-01-26 20:45:08,register,invalid_id,http://127.0.0.1:5000/register,POST,400,15,expected_fail,,身分證格式錯誤
2026-01-26 20:45:08,query,invalid_id,http://127.0.0.1:5000/query,GET,404,1,expected_fail,,查無資料
2026-01-26 20:45:08,register,invalid_id,http://127.0.0.1:5000/register,POST,400,1,expected_fail,,身分證格式錯誤
2026-01-26 20:45:08,query,invalid_id,http://127.0.0.1:5000/query,GET,404,1,expected_fail,,查無資料
2026-01-26 20:45:08,register,invalid_date,http://127.0.0.1:5000/register,POST,400,1,expected_fail,,掛號日期錯誤
2026-01-26 20:45:08,query,invalid_date,http://127.0.0.1:5000/query,GET,404,13,expected_fail,,查無資料
2026-01-26 20:45:08,register,invalid_date,http://127.0.0.1:5000/register,POST,400,1,expected_fail,,掛號日期錯誤
2026-01-26 20:45:08,query,invalid_date,http://127.0.0.1:5000/query,GET,404,11,expected_fail,,查無資料
2026-01-26 20:45:08,register,invalid_date,http://127.0.0.1:5000/register,POST,400,1,expected_fail,,掛號日期錯誤
2026-01-26 20:45:08,query,invalid_date,http://127.0.0.1:5000/query,GET,404,12,expected_fail,,查無資料
2026-01-26 20:45:08,register,missing_required,http://127.0.0.1:5000/register,POST,400,1,expected_fail,,缺少必填欄位
2026-01-26 20:45:08,query,missing_required,http://127.0.0.1:5000/query,GET,404,13,expected_fail,,查無資料
