ts,action,scenario,url,method,status_code,latency_ms,category,error_type,note
2026-01-26 23:59:41,register,missing_required,http://127.0.0.1:5000/register,POST,400,3,expected_fail,,缺少必填欄位
2026-01-26 23:59:41,register,normal,http://127.0.0.1:5000/register,POST,200,6,expected_pass,,
2026-01-26 23:59:41,register,late,http://127.0.0.1:5000/register,POST,200,7,expected_pass,,
2026-01-26 23:59:41,register,invalid_id,http://127.0.0.1:5000/register,POST,400,10,expected_fail,,身分證格式錯誤
2026-01-26 23:59:41,register,late,http://127.0.0.1:5000/register,POST,200,6,expected_pass,,
2026-01-26 23:59:41,register,duplicate_setup,http://127.0.0.1:5000/register,POST,400,9,unexpected_fail,,[EXPECT=expected_pass] 已掛號
2026-01-26 23:59:41,query,late,http://127.0.0.1:5000/query,GET,200,7,expected_pass,,
2026-01-26 23:59:41,cancel,cancel_nonexist,http://127.0.0.1:5000/cancel,POST,404,12,expected_fail,,掛號不存在
2026-01-26 23:59:41,query,normal,http://127.0.0.1:5000/query,GET,200,8,expected_pass,,
2026-01-26 23:59:41,register,invalid_date,http://127.0.0.1:5000/register,POST,400,11,expected_fail,,掛號日期錯誤
2026-01-26 23:59:41,register,missing_required,http://127.0.0.1:5000/register,POST,400,10,expected_fail,,缺少必填欄位
2026-01-26 23:59:41,register,invalid_id,http://127.0.0.1:5000/register,POST,400,13,expected_fail,,身分證格式錯誤
2026-01-26 23:59:41,register,duplicate_setup,http://127.0.0.1:5000/register,POST,400,10,unexpected_fail,,[EXPECT=expected_pass] 已掛號
2026-01-26 23:59:41,query,missing_required,http://127.0.0.1:5000/query,GET,404,15,expected_fail,,查無資料
2026-01-26 23:59:41,query,late,http://127.0.0.1:5000/query,GET,200,11,expected_pass,,
2026-01-26 23:59:41,query,invalid_id,http://127.0.0.1:5000/query,GET,200,12,expected_pass,,
2026-01-26 23:59:41,cancel,cancel_nonexist,http://127.0.0.1:5000/cancel,POST,404,13,expected_fail,,掛號不存在
2026-01-26 23:59:41,register,late,http://127.0.0.1:5000/register,POST,200,11,expected_pass,,
2026-01-26 23:59:41,register,invalid_id,http://127.0.0.1:5000/register,POST,400,10,expected_fail,,身分證格式錯誤
2026-01-26 23:59:41,register,normal,http://127.0.0.1:5000/register,POST,200,14,expected_pass,,
2026-01-26 23:59:41,register,invalid_date,http://127.0.0.1:5000/register,POST,400,15,expected_fail,,掛號日期錯誤
2026-01-26 23:59:41,query,missing_required,http://127.0.0.1:5000/query,GET,200,14,expected_pass,,
2026-01-26 23:59:41,register,late,http://127.0.0.1:5000/register,POST,200,12,expected_pass,,
2026-01-26 23:59:41,register,normal,http://127.0.0.1:5000/register,POST,200,13,expected_pass,,
