ts,action,scenario,url,method,status_code,latency_ms,category,error_type,note
2026-01-25 18:47:52,register,normal,http://127.0.0.1:5000/register,POST,200,3,expected_pass,,
2026-01-25 18:47:52,query,normal,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-25 18:47:52,register,normal,http://127.0.0.1:5000/register,POST,200,1,expected_pass,,
2026-01-25 18:47:52,query,normal,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-25 18:47:52,register,normal,http://127.0.0.1:5000/register,POST,200,1,expected_pass,,
2026-01-25 18:47:52,query,normal,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-25 18:47:52,register,late,http://127.0.0.1:5000/register,POST,200,1,expected_pass,,
2026-01-25 18:47:52,query,late,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-25 18:47:52,register,late,http://127.0.0.1:5000/register,POST,200,1,expected_pass,,
2026-01-25 18:47:52,query,late,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-25 18:47:52,register,late,http://127.0.0.1:5000/register,POST,200,1,expected_pass,,
2026-01-25 18:47:52,query,late,http://127.0.0.1:5000/query,GET,200,1,expected_pass,,
2026-01-25 18:47:52,register,invalid_id,http://127.0.0.1:5000/register,POST,400,13,expected_fail,,身分證格式錯誤
2026-01-25 18:47:52,query,invalid_id,http://127.0.0.1:5000/query,GET,404,1,expected_fail,,查無資料
2026-01-25 18:47:52,register,invalid_id,http://127.0.0.1:5000/register,POST,400,15,expected_fail,,身分證格式錯誤
2026-01-25 18:47:52,query,invalid_id,http://127.0.0.1:5000/query,GET,404,15,expected_fail,,查無資料
2026-01-25 18:47:52,register,invalid_id,http://127.0.0.1:5000/register,POST,400,1,expected_fail,,身分證格式錯誤
2026-01-25 18:47:52,query,invalid_id,http://127.0.0.1:5000/query,GET,404,17,expected_fail,,查無資料
2026-01-25 18:47:52,register,invalid_date,http://127.0.0.1:5000/register,POST,400,1,expected_fail,,掛號日期錯誤
2026-01-25 18:47:52,query,invalid_date,http://127.0.0.1:5000/query,GET,404,21,expected_fail,,查無資料
2026-01-25 18:47:52,register,invalid_date,http://127.0.0.1:5000/register,POST,400,23,expected_fail,,掛號日期錯誤
2026-01-25 18:47:52,query,invalid_date,http://127.0.0.1:5000/query,GET,404,15,expected_fail,,查無資料
