ts,action,scenario,url,method,status_code,latency_ms,category,error_type,note
2026-01-26 20:45:23,register,late,http://127.0.0.1:5000/register,POST,200,2,expected_pass,,
2026-01-26 20:45:23,cancel,cancel_nonexist,http://127.0.0.1:5000/cancel,POST,404,4,expected_fail,,掛號不存在
2026-01-26 20:45:23,register,late,http://127.0.0.1:5000/register,POST,200,3,expected_pass,,
2026-01-26 20:45:23,cancel,cancel_nonexist,http://127.0.0.1:5000/cancel,POST,404,4,expected_fail,,掛號不存在
2026-01-26 20:45:23,query,late,http://127.0.0.1:5000/query,GET,200,4,expected_pass,,
2026-01-26 20:45:23,register,late,http://127.0.0.1:5000/register,POST,200,6,expected_pass,,
2026-01-26 20:45:23,register,invalid_date,http://127.0.0.1:5000/register,POST,400,6,expected_fail,,掛號日期錯誤
2026-01-26 20:45:23,query,late,http://127.0.0.1:5000/query,GET,200,8,expected_pass,,
2026-01-26 20:45:23,register,missing_required,http://127.0.0.1:5000/register,POST,400,11,expected_fail,,缺少必填欄位
2026-01-26 20:45:23,register,late,http://127.0.0.1:5000/register,POST,200,8,expected_pass,,
2026-01-26 20:45:23,register,invalid_id,http://127.0.0.1:5000/register,POST,400,11,expected_fail,,身分證格式錯誤
2026-01-26 20:45:23,register,invalid_date,http://127.0.0.1:5000/register,POST,400,10,expected_fail,,掛號日期錯誤
2026-01-26 20:45:23,cancel,cancel_nonexist,http://127.0.0.1:5000/cancel,POST,404,14,expected_fail,,掛號不存在
2026-01-26 20:45:23,register,missing_required,http://127.0.0.1:5000/register,POST,400,12,expected_fail,,缺少必填欄位
2026-01-26 20:45:23,register,invalid_date,http://127.0.0.1:5000/register,POST,400,9,expected_fail,,掛號日期錯誤
2026-01-26 20:45:23,query,invalid_date,http://127.0.0.1:5000/query,GET,404,8,expected_fail,,查無資料
2026-01-26 20:45:23,query,late,http://127.0.0.1:5000/query,GET,200,11,expected_pass,,
2026-01-26 20:45:23,register,invalid_id,http://127.0.0.1:5000/register,POST,400,8,expected_fail,,身分證格式錯誤
2026-01-26 20:45:23,register,late,http://127.0.0.1:5000/register,POST,200,9,expected_pass,,
2026-01-26 20:45:23,query,invalid_id,http://127.0.0.1:5000/query,GET,404,10,expected_fail,,查無資料
2026-01-26 20:45:23,query,missing_required,http://127.0.0.1:5000/query,GET,404,13,expected_fail,,查無資料
2026-01-26 20:45:23,query,invalid_id,http://127.0.0.1:5000/query,GET,404,7,expected_fail,,查無資料
2026-01-26 20:45:23,register,invalid_id,http://127.0.0.1:5000/register,POST,400,13,expected_fail,,身分證格式錯誤
2026-01-26 20:45:23,register,normal,http://127.0.0.1:5000/register,POST,200,15,expected_pass,,
2026-01-26 20:45:23,query,invalid_date,http://127.0.0.1:5000/query,GET,404,9,expected_fail,,查無資料
